date,asset,risk_state,action,direction,entry_price,exit_price,quantity,gross_pnl,cost,net_pnl,account_balance
2024-03-28,SPY,NORMAL,HOLD,LONG_OVERNIGHT,523.17,523.21,19.1142,0.77,10.00,-9.23,67614.64
2024-04-01,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,171.48,171.19,58.3158,-16.91,10.00,-26.91,67690.43
2024-04-01,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,90.36,90.30,110.6733,-6.31,10.00,-16.31,67690.43
2024-04-01,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,175.79,176.17,56.8861,21.62,10.00,11.62,67690.43
2024-04-01,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,420.72,423.95,23.7688,76.77,10.00,66.77,67690.43
2024-04-01,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,180.38,180.79,55.4385,22.73,10.00,12.73,67690.43
2024-04-01,META,NORMAL,HOLD,LONG_OVERNIGHT,485.58,487.20,20.5939,33.36,10.00,23.36,67690.43
2024-04-01,SPY,NORMAL,HOLD,LONG_OVERNIGHT,523.07,523.83,19.1179,14.53,10.00,4.53,67690.43
2024-04-02,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,170.03,169.08,58.8132,-55.87,10.00,-65.87,66342.79
2024-04-02,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,90.36,88.45,110.6648,-211.92,10.00,-221.92,66342.79
2024-04-02,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,175.22,164.75,57.0711,-597.53,10.00,-607.53,66342.79
2024-04-02,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,424.57,420.11,23.5532,-105.05,10.00,-115.05,66342.79
2024-04-02,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,180.97,179.07,55.2578,-104.99,10.00,-114.99,66342.79
2024-04-02,META,NORMAL,HOLD,LONG_OVERNIGHT,491.35,485.10,20.3521,-127.20,10.00,-137.20,66342.79
2024-04-02,SPY,NORMAL,HOLD,LONG_OVERNIGHT,522.16,518.24,19.1512,-75.07,10.00,-85.07,66342.79
2024-04-03,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,168.84,168.79,59.2277,-2.96,10.00,-12.96,65930.46
2024-04-03,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,89.45,88.48,111.7918,-108.21,10.00,-118.21,65930.46
2024-04-03,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,166.63,164.02,60.0132,-156.63,10.00,-166.63,65930.46
2024-04-03,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,421.44,419.73,23.7282,-40.57,10.00,-50.57,65930.46
2024-04-03,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,180.69,179.90,55.3434,-43.72,10.00,-53.72,65930.46
2024-04-03,META,NORMAL,HOLD,LONG_OVERNIGHT,497.37,498.93,20.1058,31.36,10.00,21.36,65930.46
2024-04-03,SPY,NORMAL,HOLD,LONG_OVERNIGHT,518.84,517.72,19.2738,-21.59,10.00,-31.59,65930.46
2024-04-04,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.65,170.29,58.9449,37.72,10.00,27.72,66625.94
2024-04-04,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,88.96,90.41,112.4050,162.09,10.00,152.09,66625.94
2024-04-04,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,168.38,170.07,59.3895,100.37,10.00,90.37,66625.94
2024-04-04,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,420.45,424.99,23.7840,107.98,10.00,97.98,66625.94
2024-04-04,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,182.41,184.00,54.8216,87.17,10.00,77.17,66625.94
2024-04-04,META,NORMAL,HOLD,LONG_OVERNIGHT,506.74,516.42,19.7340,191.02,10.00,181.02,66625.94
2024-04-04,SPY,NORMAL,HOLD,LONG_OVERNIGHT,519.41,523.52,19.2526,79.13,10.00,69.13,66625.94
2024-04-05,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,168.82,169.59,59.2347,45.61,10.00,35.61,66921.33
2024-04-05,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,85.90,86.87,116.4077,111.87,10.00,101.87,66921.33
2024-04-05,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,171.11,169.08,58.4419,-118.64,10.00,-128.64,66921.33
2024-04-05,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,417.88,420.01,23.9303,50.97,10.00,40.97,66921.33
2024-04-05,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,180.00,182.38,55.5556,132.22,10.00,122.22,66921.33
2024-04-05,META,NORMAL,HOLD,LONG_OVERNIGHT,510.92,516.86,19.5725,116.26,10.00,106.26,66921.33
2024-04-05,SPY,NORMAL,HOLD,LONG_OVERNIGHT,513.07,514.46,19.4905,27.09,10.00,17.09,66921.33
2024-04-08,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.58,169.03,58.9692,-32.43,10.00,-42.43,67308.11
2024-04-08,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,88.01,88.70,113.6260,78.63,10.00,68.63,67308.11
2024-04-08,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,164.90,169.34,60.6428,269.25,10.00,259.25,67308.11
2024-04-08,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,425.52,425.17,23.5007,-8.22,10.00,-18.22,67308.11
2024-04-08,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,185.07,186.90,54.0336,98.88,10.00,88.88,67308.11
2024-04-08,META,NORMAL,HOLD,LONG_OVERNIGHT,527.34,529.28,18.9631,36.79,10.00,26.79,67308.11
2024-04-08,SPY,NORMAL,HOLD,LONG_OVERNIGHT,518.43,519.15,19.2890,13.89,10.00,3.89,67308.11
2024-04-09,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,168.45,168.70,59.3648,14.84,10.00,4.84,67530.34
2024-04-09,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,87.13,87.44,114.7671,35.46,10.00,25.46,67530.34
2024-04-09,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,172.98,172.91,57.8102,-4.05,10.00,-14.05,67530.34
2024-04-09,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,424.59,426.44,23.5521,43.57,10.00,33.57,67530.34
2024-04-09,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,185.19,187.24,53.9986,110.70,10.00,100.70,67530.34
2024-04-09,META,NORMAL,HOLD,LONG_OVERNIGHT,519.25,522.23,19.2585,57.39,10.00,47.39,67530.34
2024-04-09,SPY,NORMAL,HOLD,LONG_OVERNIGHT,518.72,520.50,19.2782,34.32,10.00,24.32,67530.34
2024-04-10,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.67,168.80,58.9379,-51.28,10.00,-61.28,66512.85
2024-04-10,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,85.35,83.93,117.1591,-167.30,10.00,-177.30,66512.85
2024-04-10,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,176.88,173.04,56.5355,-217.10,10.00,-227.10,66512.85
2024-04-10,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,426.28,422.19,23.4588,-95.95,10.00,-105.95,66512.85
2024-04-10,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,185.67,182.77,53.8590,-156.19,10.00,-166.19,66512.85
2024-04-10,META,NORMAL,HOLD,LONG_OVERNIGHT,516.90,509.29,19.3461,-147.22,10.00,-157.22,66512.85
2024-04-10,SPY,NORMAL,HOLD,LONG_OVERNIGHT,519.32,513.48,19.2559,-112.46,10.00,-122.46,66512.85
2024-04-11,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,167.78,168.34,59.6019,33.38,10.00,23.38,66723.93
2024-04-11,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,87.04,87.42,114.8910,43.77,10.00,33.77,66723.93
2024-04-11,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,171.76,172.55,58.2208,45.99,10.00,35.99,66723.93
2024-04-11,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,423.26,425.82,23.6261,60.48,10.00,50.48,66723.93
2024-04-11,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,185.95,186.74,53.7779,42.48,10.00,32.48,66723.93
2024-04-11,META,NORMAL,HOLD,LONG_OVERNIGHT,519.83,521.11,19.2371,24.62,10.00,14.62,66723.93
2024-04-11,SPY,NORMAL,HOLD,LONG_OVERNIGHT,514.12,515.68,19.4507,30.34,10.00,20.34,66723.93
2024-04-12,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,175.04,174.26,57.1298,-44.56,10.00,-54.56,66044.23
2024-04-12,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,90.62,89.70,110.3558,-101.20,10.00,-111.20,66044.23
2024-04-12,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,174.60,172.34,57.2738,-129.44,10.00,-139.44,66044.23
2024-04-12,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,427.93,424.05,23.3683,-90.67,10.00,-100.67,66044.23
2024-04-12,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,189.05,187.72,52.8961,-70.35,10.00,-80.35,66044.23
2024-04-12,META,NORMAL,HOLD,LONG_OVERNIGHT,523.16,517.75,19.1146,-103.41,10.00,-113.41,66044.23
2024-04-12,SPY,NORMAL,HOLD,LONG_OVERNIGHT,518.00,514.37,19.3050,-70.08,10.00,-80.08,66044.23
2024-04-15,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,176.55,175.36,56.6412,-67.40,10.00,-77.40,66322.07
2024-04-15,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,88.19,89.10,113.3967,103.42,10.00,93.42,66322.07
2024-04-15,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,171.05,170.24,58.4624,-47.35,10.00,-57.35,66322.07
2024-04-15,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,421.90,426.60,23.7023,111.40,10.00,101.40,66322.07
2024-04-15,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,186.13,187.43,53.7259,69.84,10.00,59.84,66322.07
2024-04-15,META,NORMAL,HOLD,LONG_OVERNIGHT,511.90,516.72,19.5351,94.16,10.00,84.16,66322.07
2024-04-15,SPY,NORMAL,HOLD,LONG_OVERNIGHT,510.85,515.13,19.5752,83.78,10.00,73.78,66322.07
2024-04-16,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,172.69,171.75,57.9072,-54.43,10.00,-64.43,65925.09
2024-04-16,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,86.00,86.43,116.2777,50.23,10.00,40.23,65925.09
2024-04-16,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,161.48,156.74,61.9272,-293.53,10.00,-303.53,65925.09
2024-04-16,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,413.64,414.57,24.1756,22.48,10.00,12.48,65925.09
2024-04-16,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,183.62,183.27,54.4603,-19.06,10.00,-29.06,65925.09
2024-04-16,META,NORMAL,HOLD,LONG_OVERNIGHT,500.23,498.11,19.9908,-42.38,10.00,-52.38,65925.09
2024-04-16,SPY,ELEVATED,HOLD,LONG_OVERNIGHT,504.45,504.94,19.8236,9.71,10.00,-0.29,65925.09
2024-04-17,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.38,169.61,59.0388,13.58,10.00,3.58,66243.50
2024-04-17,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,87.42,88.34,114.3968,105.82,10.00,95.82,66243.50
2024-04-17,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,157.11,157.64,63.6497,33.73,10.00,23.73,66243.50
2024-04-17,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,414.58,417.25,24.1208,64.40,10.00,54.40,66243.50
2024-04-17,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,183.32,184.31,54.5494,54.00,10.00,44.00,66243.50
2024-04-17,META,NORMAL,HOLD,LONG_OVERNIGHT,499.76,503.10,20.0096,66.83,10.00,56.83,66243.50
2024-04-17,SPY,NORMAL,HOLD,LONG_OVERNIGHT,503.53,506.05,19.8598,50.05,10.00,40.05,66243.50
2024-04-18,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,168.00,168.03,59.5238,1.79,10.00,-8.21,66140.37
2024-04-18,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,84.04,84.97,118.9980,111.26,10.00,101.26,66140.37
2024-04-18,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,155.45,151.25,64.3294,-270.18,10.00,-280.18,66140.37
2024-04-18,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,411.84,410.63,24.2813,-29.38,10.00,-39.38,66140.37
2024-04-18,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,181.28,181.47,55.1633,10.48,10.00,0.48,66140.37
2024-04-18,META,NORMAL,HOLD,LONG_OVERNIGHT,494.17,499.82,20.2360,114.33,10.00,104.33,66140.37
2024-04-18,SPY,NORMAL,HOLD,LONG_OVERNIGHT,500.55,501.98,19.9780,28.57,10.00,18.57,66140.37
2024-04-19,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,167.04,166.21,59.8659,-49.69,10.00,-59.69,65762.63
2024-04-19,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,84.67,83.15,118.1042,-179.64,10.00,-189.64,65762.63
2024-04-19,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,149.93,148.97,66.6978,-64.03,10.00,-74.03,65762.63
2024-04-19,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,404.27,404.03,24.7359,-5.94,10.00,-15.94,65762.63
2024-04-19,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,179.22,178.74,55.7973,-26.78,10.00,-36.78,65762.63
2024-04-19,META,NORMAL,HOLD,LONG_OVERNIGHT,501.80,502.80,19.9283,19.93,10.00,9.93,65762.63
2024-04-19,SPY,NORMAL,HOLD,LONG_OVERNIGHT,499.52,499.44,20.0192,-1.60,10.00,-11.60,65762.63
2024-04-22,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,165.00,165.52,60.6061,31.52,10.00,21.52,65922.73
2024-04-22,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,76.20,78.10,131.2336,249.87,10.00,239.87,65922.73
2024-04-22,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,147.05,140.56,68.0041,-441.35,10.00,-451.35,65922.73
2024-04-22,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,399.12,400.08,25.0551,24.05,10.00,14.05,65922.73
2024-04-22,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,174.63,176.94,57.2639,132.28,10.00,122.28,65922.73
2024-04-22,META,NORMAL,HOLD,LONG_OVERNIGHT,481.07,489.72,20.7870,179.81,10.00,169.81,65922.73
2024-04-22,SPY,NORMAL,HOLD,LONG_OVERNIGHT,495.16,497.83,20.1955,53.92,10.00,43.92,65922.73
2024-04-23,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,165.84,165.35,60.2991,-29.55,10.00,-39.55,66439.22
2024-04-23,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,79.52,80.77,125.7577,157.32,10.00,147.32,66439.22
2024-04-23,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,142.05,143.33,70.3977,90.11,10.00,80.11,66439.22
2024-04-23,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,400.96,404.24,24.9401,81.80,10.00,71.80,66439.22
2024-04-23,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,177.23,178.08,56.4239,47.96,10.00,37.96,66439.22
2024-04-23,META,NORMAL,HOLD,LONG_OVERNIGHT,481.73,491.25,20.7585,197.62,10.00,187.62,66439.22
2024-04-23,SPY,NORMAL,HOLD,LONG_OVERNIGHT,499.72,501.78,20.0112,41.22,10.00,31.22,66439.22
2024-04-24,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,166.90,166.54,59.9161,-21.57,10.00,-31.57,68118.28
2024-04-24,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,82.42,83.95,121.3254,185.26,10.00,175.26,68118.28
2024-04-24,TSLA,NORMAL,HOLD,LONG_OVERNIGHT,144.68,162.84,69.1181,1255.18,10.00,1245.18,68118.28
2024-04-24,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,407.57,409.56,24.5357,48.83,10.00,38.83,68118.28
2024-04-24,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,179.54,179.94,55.6979,22.28,10.00,12.28,68118.28
2024-04-24,META,NORMAL,HOLD,LONG_OVERNIGHT,496.10,508.06,20.1572,241.08,10.00,231.08,68118.28
2024-04-24,SPY,NORMAL,HOLD,LONG_OVERNIGHT,505.65,506.56,19.7765,18.00,10.00,8.00,68118.28
2024-04-25,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.02,169.53,59.1646,30.17,10.00,20.17,65444.30
2024-04-25,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,79.68,78.87,125.5067,-101.54,10.00,-111.54,65444.30
2024-04-25,TSLA,ELEVATED,TRIM to $9713,LONG_OVERNIGHT,162.13,158.96,59.9108,-189.92,9.71,-199.63,65444.30
2024-04-25,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,409.06,394.03,24.4463,-367.43,10.00,-377.43,65444.30
2024-04-25,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,176.59,169.68,56.6283,-391.30,10.00,-401.30,65444.30
2024-04-25,META,NORMAL,HOLD,LONG_OVERNIGHT,493.50,421.40,20.2634,-1460.99,10.00,-1470.99,65444.30
2024-04-25,SPY,NORMAL,HOLD,LONG_OVERNIGHT,505.41,499.18,19.7859,-123.27,10.00,-133.27,65444.30
2024-04-26,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.89,169.88,58.8616,-0.59,10.00,-10.59,66067.35
2024-04-26,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,82.63,83.82,121.0185,143.53,10.00,133.53,66067.35
2024-04-26,TSLA,ELEVATED,HOLD,LONG_OVERNIGHT,170.18,168.85,58.7613,-78.15,10.00,-88.15,66067.35
2024-04-26,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,399.04,412.17,25.0601,329.04,10.00,319.04,66067.35
2024-04-26,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,173.67,177.80,57.5805,237.81,10.00,227.81,66067.35
2024-04-26,META,ELEVATED,TRIM to $6583,LONG_OVERNIGHT,441.38,441.46,14.9142,1.19,6.58,-5.39,66067.35
2024-04-26,SPY,NORMAL,HOLD,LONG_OVERNIGHT,503.49,506.35,19.8614,56.80,10.00,46.80,66067.35
2024-04-29,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.30,173.37,59.0667,240.40,10.00,230.40,67551.43
2024-04-29,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,87.74,87.60,113.9796,-15.96,10.00,-25.96,67551.43
2024-04-29,TSLA,ELEVATED,HOLD,LONG_OVERNIGHT,168.29,188.42,59.4212,1196.15,10.00,1186.15,67551.43
2024-04-29,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,406.32,405.25,24.6111,-26.33,10.00,-36.33,67551.43
2024-04-29,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,179.62,182.75,55.6731,174.26,10.00,164.26,67551.43
2024-04-29,META,ELEVATED,TRIM to $6420,LONG_OVERNIGHT,443.29,439.56,14.4830,-54.02,6.42,-60.44,67551.43
2024-04-29,SPY,NORMAL,HOLD,LONG_OVERNIGHT,508.26,510.09,19.6750,36.00,10.00,26.00,67551.43
2024-04-30,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,173.50,173.33,57.6369,-9.80,10.00,-19.80,66995.66
2024-04-30,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,87.76,87.24,113.9510,-58.91,10.00,-68.91,66995.66
2024-04-30,TSLA,ELEVATED,HOLD,LONG_OVERNIGHT,194.05,186.98,51.5331,-364.34,10.00,-374.34,66995.66
2024-04-30,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,402.25,401.49,24.8602,-18.89,10.00,-28.89,66995.66
2024-04-30,AMZN,NORMAL,HOLD,LONG_OVERNIGHT,180.96,181.09,55.2608,7.18,10.00,-2.82,66995.66
2024-04-30,META,ELEVATED,TRIM to $4665,LONG_OVERNIGHT,432.62,431.05,10.7825,-16.93,4.66,-21.59,66995.66
2024-04-30,SPY,NORMAL,HOLD,LONG_OVERNIGHT,510.06,508.56,19.6055,-29.41,10.00,-39.41,66995.66
2024-05-01,AAPL,BLACKOUT,FLATTEN,FLAT,170.33,169.58,0,0.00,0.00,0.00,66995.66
2024-05-01,NVDA,BLACKOUT,FLATTEN,FLAT,86.40,85.08,0,0.00,0.00,0.00,66995.66
2024-05-01,TSLA,BLACKOUT,FLATTEN,FLAT,183.28,182.00,0,0.00,0.00,0.00,66995.66
2024-05-01,MSFT,BLACKOUT,FLATTEN,FLAT,389.33,392.61,0,0.00,0.00,0.00,66995.66
2024-05-01,AMZN,BLACKOUT,FLATTEN,FLAT,175.00,181.64,0,0.00,0.00,0.00,66995.66
2024-05-01,META,BLACKOUT,FLATTEN,FLAT,430.17,428.60,0,0.00,0.00,0.00,66995.66
2024-05-01,SPY,BLACKOUT,FLATTEN,FLAT,501.98,501.38,0,0.00,0.00,0.00,66995.66
2024-05-02,AAPL,NORMAL,HOLD,LONG_OVERNIGHT,169.30,172.51,59.0667,189.60,10.00,179.60,67660.49
2024-05-02,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,83.04,84.45,120.4224,169.55,10.00,159.55,67660.49
2024-05-02,TSLA,ELEVATED,TRIM to $8395,LONG_OVERNIGHT,179.99,182.86,46.6419,133.86,8.40,125.47,67660.49
2024-05-02,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,394.94,397.66,25.3203,68.87,10.00,58.87,67660.49
2024-05-02,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,179.00,180.85,55.8659,103.35,10.00,93.35,67660.49
2024-05-02,META,ELEVATED,HOLD,LONG_OVERNIGHT,439.19,438.84,22.7692,-7.97,10.00,-17.97,67660.49
2024-05-02,SPY,NORMAL,HOLD,LONG_OVERNIGHT,500.35,504.15,19.9860,75.95,10.00,65.95,67660.49
2024-05-03,AAPL,ELEVATED,HOLD,LONG_OVERNIGHT,173.03,186.65,57.7934,787.15,10.00,777.15,69156.75
2024-05-03,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,85.82,87.79,116.5270,229.79,10.00,219.79,69156.75
2024-05-03,TSLA,ELEVATED,TRIM to $8220,LONG_OVERNIGHT,180.01,182.10,45.6664,95.44,8.22,87.22,69156.75
2024-05-03,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,397.84,402.28,25.1357,111.60,10.00,101.60,69156.75
2024-05-03,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,184.72,186.99,54.1360,122.89,10.00,112.89,69156.75
2024-05-03,META,ELEVATED,HOLD,LONG_OVERNIGHT,441.68,445.93,22.6408,96.22,10.00,86.22,69156.75
2024-05-03,SPY,NORMAL,HOLD,LONG_OVERNIGHT,505.03,511.16,19.8008,121.38,10.00,111.38,69156.75
2024-05-06,AAPL,ELEVATED,HOLD,LONG_OVERNIGHT,183.38,182.35,54.5316,-56.17,10.00,-66.17,69376.92
2024-05-06,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,88.79,89.39,112.6266,67.69,10.00,57.69,69376.92
2024-05-06,TSLA,ELEVATED,TRIM to $6344,LONG_OVERNIGHT,181.19,183.80,35.0152,91.39,6.34,85.05,69376.92
2024-05-06,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,406.66,408.76,24.5906,51.64,10.00,41.64,69376.92
2024-05-06,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,186.21,186.28,53.7028,3.76,10.00,-6.24,69376.92
2024-05-06,META,ELEVATED,HOLD,LONG_OVERNIGHT,451.96,455.58,22.1259,80.10,10.00,70.10,69376.92
2024-05-06,SPY,NORMAL,HOLD,LONG_OVERNIGHT,511.29,513.75,19.5584,48.11,10.00,38.11,69376.92
2024-05-07,AAPL,ELEVATED,HOLD,LONG_OVERNIGHT,181.71,183.45,55.0327,95.76,10.00,85.76,69283.46
2024-05-07,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,92.14,91.10,108.5305,-113.09,10.00,-123.09,69283.46
2024-05-07,TSLA,ELEVATED,TRIM to $6326,LONG_OVERNIGHT,184.76,182.40,34.2417,-80.81,6.33,-87.14,69283.46
2024-05-07,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,413.54,414.66,24.1815,27.08,10.00,17.08,69283.46
2024-05-07,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,188.70,188.92,52.9942,11.66,10.00,1.66,69283.46
2024-05-07,META,ELEVATED,HOLD,LONG_OVERNIGHT,465.68,466.29,21.4740,13.10,10.00,3.10,69283.46
2024-05-07,SPY,NORMAL,HOLD,LONG_OVERNIGHT,516.57,517.56,19.3585,19.16,10.00,9.16,69283.46
2024-05-08,AAPL,ELEVATED,HOLD,LONG_OVERNIGHT,182.40,182.85,54.8246,24.67,10.00,14.67,68668.04
2024-05-08,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,90.55,89.48,110.4313,-118.27,10.00,-128.27,68668.04
2024-05-08,TSLA,ELEVATED,TRIM to $6273,LONG_OVERNIGHT,177.81,171.59,35.2801,-219.44,6.27,-225.72,68668.04
2024-05-08,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,409.34,408.17,24.4296,-28.58,10.00,-38.58,68668.04
2024-05-08,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,188.76,187.44,52.9773,-69.93,10.00,-79.93,68668.04
2024-05-08,META,ELEVATED,HOLD,LONG_OVERNIGHT,468.24,463.50,21.3566,-101.23,10.00,-111.23,68668.04
2024-05-08,SPY,NORMAL,HOLD,LONG_OVERNIGHT,517.14,515.26,19.3371,-36.35,10.00,-46.35,68668.04
2024-05-09,AAPL,ELEVATED,HOLD,LONG_OVERNIGHT,182.74,182.56,54.7226,-9.85,10.00,-19.85,68611.37
2024-05-09,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,90.41,90.53,110.6048,12.94,10.00,2.94,68611.37
2024-05-09,TSLA,ELEVATED,TRIM to $6114,LONG_OVERNIGHT,174.72,175.01,34.9938,10.15,6.11,4.03,68611.37
2024-05-09,MSFT,ELEVATED,HOLD,LONG_OVERNIGHT,410.54,410.57,24.3582,0.73,10.00,-9.27,68611.37
2024-05-09,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,188.00,188.88,53.1915,46.81,10.00,36.81,68611.37
2024-05-09,META,ELEVATED,HOLD,LONG_OVERNIGHT,472.60,470.00,21.1595,-55.01,10.00,-65.01,68611.37
2024-05-09,SPY,NORMAL,HOLD,LONG_OVERNIGHT,517.19,517.38,19.3353,3.67,10.00,-6.33,68611.37
2024-05-10,AAPL,ELEVATED,HOLD,LONG_OVERNIGHT,184.57,184.90,54.1800,17.88,10.00,7.88,68845.03
2024-05-10,NVDA,NORMAL,HOLD,LONG_OVERNIGHT,88.75,90.31,112.6799,175.56,10.00,165.56,68845.03
2024-05-10,TSLA,ELEVATED,TRIM to $6909,LONG_OVERNIGHT,171.97,173.05,40.1727,43.39,6.91,36.48,68845.03
2024-05-10,MSFT,NORMAL,HOLD,LONG_OVERNIGHT,412.32,412.94,24.2530,15.04,10.00,5.04,68845.03
2024-05-10,AMZN,ELEVATED,HOLD,LONG_OVERNIGHT,189.50,189.16,52.7704,-17.94,10.00,-27.94,68845.03
